HDR;EUR/USD;10.01.2018 21:04:24;10.01.2018 21:16:49;t1;0;0.000100
DAT;10.01.2018 21:16:49;1.19555;1.19555;1.19555;1.19555;1.19556;1.19556;1.19556;1.19556;
DAT;10.01.2018 21:16:49;1.19555;1.19555;1.19555;1.19555;1.19555;1.19555;1.19555;1.19555;
DAT;10.01.2018 21:16:49;1.19554;1.19554;1.19554;1.19554;1.19555;1.19555;1.19555;1.19555;
DAT;10.01.2018 21:16:49;1.19554;1.19554;1.19554;1.19554;1.19553;1.19553;1.19553;1.19553;
DAT;10.01.2018 21:16:49;1.19557;1.19557;1.19557;1.19557;1.19553;1.19553;1.19553;1.19553;
DAT;10.01.2018 21:16:49;1.19555;1.19555;1.19555;1.19555;1.19553;1.19553;1.19553;1.19553;
DAT;10.01.2018 21:16:49;1.19557;1.19557;1.19557;1.19557;1.19553;1.19553;1.19553;1.19553;
DAT;10.01.2018 21:16:49;1.19556;1.19556;1.19556;1.19556;1.19553;1.19553;1.19553;1.19553;
DAT;10.01.2018 21:16:49;1.19556;1.19556;1.19556;1.19556;1.19555;1.19555;1.19555;1.19555;
DAT;10.01.2018 21:16:49;1.19556;1.19556;1.19556;1.19556;1.19556;1.19556;1.19556;1.19556;
DAT;10.01.2018 21:16:49;1.19556;1.19556;1.19556;1.19556;1.19555;1.19555;1.19555;1.19555;
DAT;10.01.2018 21:16:49;1.19557;1.19557;1.19557;1.19557;1.19555;1.19555;1.19555;1.19555;
DAT;10.01.2018 21:16:49;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:16:49;1.19558;1.19558;1.19558;1.19558;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:16:45;1.19558;1.19558;1.19558;1.19558;1.19559;1.19559;1.19559;1.19559;
DAT;10.01.2018 21:16:45;1.19559;1.19559;1.19559;1.19559;1.19559;1.19559;1.19559;1.19559;
DAT;10.01.2018 21:16:45;1.1956;1.1956;1.1956;1.1956;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:16:45;1.19559;1.19559;1.19559;1.19559;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:16:45;1.1956;1.1956;1.1956;1.1956;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:16:45;1.1956;1.1956;1.1956;1.1956;1.1956;1.1956;1.1956;1.1956;
DAT;10.01.2018 21:16:45;1.19561;1.19561;1.19561;1.19561;1.1956;1.1956;1.1956;1.1956;
DAT;10.01.2018 21:16:45;1.19561;1.19561;1.19561;1.19561;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:16:45;1.19562;1.19562;1.19562;1.19562;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:16:45;1.19563;1.19563;1.19563;1.19563;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:15:53;1.19563;1.19563;1.19563;1.19563;1.19564;1.19564;1.19564;1.19564;
DAT;10.01.2018 21:15:52;1.19564;1.19564;1.19564;1.19564;1.19564;1.19564;1.19564;1.19564;
DAT;10.01.2018 21:15:49;1.19563;1.19563;1.19563;1.19563;1.19563;1.19563;1.19563;1.19563;
DAT;10.01.2018 21:15:49;1.19562;1.19562;1.19562;1.19562;1.19563;1.19563;1.19563;1.19563;
DAT;10.01.2018 21:15:45;1.19563;1.19563;1.19563;1.19563;1.19563;1.19563;1.19563;1.19563;
DAT;10.01.2018 21:15:24;1.19562;1.19562;1.19562;1.19562;1.19563;1.19563;1.19563;1.19563;
DAT;10.01.2018 21:15:18;1.19563;1.19563;1.19563;1.19563;1.19563;1.19563;1.19563;1.19563;
DAT;10.01.2018 21:15:18;1.19562;1.19562;1.19562;1.19562;1.19563;1.19563;1.19563;1.19563;
DAT;10.01.2018 21:15:17;1.19561;1.19561;1.19561;1.19561;1.19563;1.19563;1.19563;1.19563;
DAT;10.01.2018 21:15:17;1.19561;1.19561;1.19561;1.19561;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:15:17;1.19559;1.19559;1.19559;1.19559;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:15:17;1.19559;1.19559;1.19559;1.19559;1.19559;1.19559;1.19559;1.19559;
DAT;10.01.2018 21:15:14;1.19558;1.19558;1.19558;1.19558;1.19559;1.19559;1.19559;1.19559;
DAT;10.01.2018 21:15:00;1.19557;1.19557;1.19557;1.19557;1.19559;1.19559;1.19559;1.19559;
DAT;10.01.2018 21:14:57;1.19557;1.19557;1.19557;1.19557;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:57;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:14:57;1.19558;1.19558;1.19558;1.19558;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:57;1.19558;1.19558;1.19558;1.19558;1.19559;1.19559;1.19559;1.19559;
DAT;10.01.2018 21:14:57;1.19558;1.19558;1.19558;1.19558;1.1956;1.1956;1.1956;1.1956;
DAT;10.01.2018 21:14:57;1.19558;1.19558;1.19558;1.19558;1.19559;1.19559;1.19559;1.19559;
DAT;10.01.2018 21:14:57;1.19559;1.19559;1.19559;1.19559;1.19559;1.19559;1.19559;1.19559;
DAT;10.01.2018 21:14:57;1.19558;1.19558;1.19558;1.19558;1.19559;1.19559;1.19559;1.19559;
DAT;10.01.2018 21:14:56;1.19557;1.19557;1.19557;1.19557;1.19559;1.19559;1.19559;1.19559;
DAT;10.01.2018 21:14:56;1.19557;1.19557;1.19557;1.19557;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:56;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:14:55;1.19557;1.19557;1.19557;1.19557;1.19556;1.19556;1.19556;1.19556;
DAT;10.01.2018 21:14:54;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:14:54;1.19557;1.19557;1.19557;1.19557;1.19556;1.19556;1.19556;1.19556;
DAT;10.01.2018 21:14:54;1.19557;1.19557;1.19557;1.19557;1.19555;1.19555;1.19555;1.19555;
DAT;10.01.2018 21:14:54;1.19557;1.19557;1.19557;1.19557;1.19556;1.19556;1.19556;1.19556;
DAT;10.01.2018 21:14:53;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:14:51;1.19557;1.19557;1.19557;1.19557;1.19556;1.19556;1.19556;1.19556;
DAT;10.01.2018 21:14:49;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:14:49;1.19557;1.19557;1.19557;1.19557;1.19556;1.19556;1.19556;1.19556;
DAT;10.01.2018 21:14:49;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:14:39;1.19557;1.19557;1.19557;1.19557;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:39;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:14:32;1.19557;1.19557;1.19557;1.19557;1.19559;1.19559;1.19559;1.19559;
DAT;10.01.2018 21:14:32;1.19557;1.19557;1.19557;1.19557;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:32;1.19556;1.19556;1.19556;1.19556;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:30;1.19557;1.19557;1.19557;1.19557;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:29;1.19558;1.19558;1.19558;1.19558;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:22;1.19557;1.19557;1.19557;1.19557;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:20;1.19556;1.19556;1.19556;1.19556;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:20;1.19557;1.19557;1.19557;1.19557;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:13;1.19556;1.19556;1.19556;1.19556;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:13;1.19556;1.19556;1.19556;1.19556;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:14:13;1.19556;1.19556;1.19556;1.19556;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:11;1.19557;1.19557;1.19557;1.19557;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:11;1.19556;1.19556;1.19556;1.19556;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:10;1.19557;1.19557;1.19557;1.19557;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:09;1.19556;1.19556;1.19556;1.19556;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:09;1.19556;1.19556;1.19556;1.19556;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:14:04;1.19557;1.19557;1.19557;1.19557;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:04;1.19558;1.19558;1.19558;1.19558;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:14:02;1.19557;1.19557;1.19557;1.19557;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:13:54;1.19556;1.19556;1.19556;1.19556;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:13:03;1.19557;1.19557;1.19557;1.19557;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:13:02;1.19556;1.19556;1.19556;1.19556;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:12:50;1.19556;1.19556;1.19556;1.19556;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:12:45;1.19556;1.19556;1.19556;1.19556;1.19556;1.19556;1.19556;1.19556;
DAT;10.01.2018 21:12:42;1.19556;1.19556;1.19556;1.19556;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:12:41;1.19556;1.19556;1.19556;1.19556;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:12:33;1.19556;1.19556;1.19556;1.19556;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:12:31;1.19556;1.19556;1.19556;1.19556;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:12:31;1.19556;1.19556;1.19556;1.19556;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:12:30;1.19556;1.19556;1.19556;1.19556;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:12:30;1.19556;1.19556;1.19556;1.19556;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:12:29;1.19556;1.19556;1.19556;1.19556;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:12:16;1.19557;1.19557;1.19557;1.19557;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:12:16;1.19556;1.19556;1.19556;1.19556;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:12:11;1.19555;1.19555;1.19555;1.19555;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:12:11;1.19555;1.19555;1.19555;1.19555;1.19556;1.19556;1.19556;1.19556;
DAT;10.01.2018 21:12:11;1.19555;1.19555;1.19555;1.19555;1.19555;1.19555;1.19555;1.19555;
DAT;10.01.2018 21:12:11;1.19554;1.19554;1.19554;1.19554;1.19555;1.19555;1.19555;1.19555;
DAT;10.01.2018 21:12:11;1.19554;1.19554;1.19554;1.19554;1.19554;1.19554;1.19554;1.19554;
DAT;10.01.2018 21:12:11;1.19553;1.19553;1.19553;1.19553;1.19554;1.19554;1.19554;1.19554;
DAT;10.01.2018 21:12:09;1.19552;1.19552;1.19552;1.19552;1.19554;1.19554;1.19554;1.19554;
DAT;10.01.2018 21:12:09;1.19553;1.19553;1.19553;1.19553;1.19554;1.19554;1.19554;1.19554;
DAT;10.01.2018 21:12:08;1.19552;1.19552;1.19552;1.19552;1.19554;1.19554;1.19554;1.19554;
DAT;10.01.2018 21:12:08;1.19553;1.19553;1.19553;1.19553;1.19554;1.19554;1.19554;1.19554;
DAT;10.01.2018 21:12:03;1.19552;1.19552;1.19552;1.19552;1.19554;1.19554;1.19554;1.19554;
DAT;10.01.2018 21:12:03;1.19553;1.19553;1.19553;1.19553;1.19554;1.19554;1.19554;1.19554;
DAT;10.01.2018 21:11:59;1.19552;1.19552;1.19552;1.19552;1.19554;1.19554;1.19554;1.19554;
DAT;10.01.2018 21:11:59;1.19553;1.19553;1.19553;1.19553;1.19554;1.19554;1.19554;1.19554;
DAT;10.01.2018 21:11:59;1.19555;1.19555;1.19555;1.19555;1.19554;1.19554;1.19554;1.19554;
DAT;10.01.2018 21:11:55;1.19555;1.19555;1.19555;1.19555;1.19555;1.19555;1.19555;1.19555;
DAT;10.01.2018 21:11:55;1.19555;1.19555;1.19555;1.19555;1.19556;1.19556;1.19556;1.19556;
DAT;10.01.2018 21:11:55;1.19555;1.19555;1.19555;1.19555;1.19555;1.19555;1.19555;1.19555;
DAT;10.01.2018 21:11:55;1.19555;1.19555;1.19555;1.19555;1.19556;1.19556;1.19556;1.19556;
DAT;10.01.2018 21:11:55;1.19556;1.19556;1.19556;1.19556;1.19556;1.19556;1.19556;1.19556;
DAT;10.01.2018 21:11:55;1.19556;1.19556;1.19556;1.19556;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:11:55;1.19557;1.19557;1.19557;1.19557;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:11:37;1.19557;1.19557;1.19557;1.19557;1.19559;1.19559;1.19559;1.19559;
DAT;10.01.2018 21:11:34;1.19557;1.19557;1.19557;1.19557;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:11:31;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:11:29;1.19557;1.19557;1.19557;1.19557;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:11:17;1.19557;1.19557;1.19557;1.19557;1.19559;1.19559;1.19559;1.19559;
DAT;10.01.2018 21:11:02;1.19557;1.19557;1.19557;1.19557;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:10:40;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;1.19557;
DAT;10.01.2018 21:10:39;1.19557;1.19557;1.19557;1.19557;1.19558;1.19558;1.19558;1.19558;
DAT;10.01.2018 21:09:45;1.19557;1.19557;1.19557;1.19557;1.19559;1.19559;1.19559;1.19559;
DAT;10.01.2018 21:09:45;1.19558;1.19558;1.19558;1.19558;1.19559;1.19559;1.19559;1.19559;
DAT;10.01.2018 21:09:39;1.19558;1.19558;1.19558;1.19558;1.1956;1.1956;1.1956;1.1956;
DAT;10.01.2018 21:09:39;1.19559;1.19559;1.19559;1.19559;1.1956;1.1956;1.1956;1.1956;
DAT;10.01.2018 21:09:19;1.19558;1.19558;1.19558;1.19558;1.1956;1.1956;1.1956;1.1956;
DAT;10.01.2018 21:09:19;1.19559;1.19559;1.19559;1.19559;1.1956;1.1956;1.1956;1.1956;
DAT;10.01.2018 21:09:19;1.19559;1.19559;1.19559;1.19559;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:09:18;1.1956;1.1956;1.1956;1.1956;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:09:17;1.19559;1.19559;1.19559;1.19559;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:09:17;1.1956;1.1956;1.1956;1.1956;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:09:14;1.19559;1.19559;1.19559;1.19559;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:09:12;1.19559;1.19559;1.19559;1.19559;1.1956;1.1956;1.1956;1.1956;
DAT;10.01.2018 21:09:05;1.19559;1.19559;1.19559;1.19559;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:09:04;1.1956;1.1956;1.1956;1.1956;1.19562;1.19562;1.19562;1.19562;
DAT;10.01.2018 21:09:00;1.19561;1.19561;1.19561;1.19561;1.19562;1.19562;1.19562;1.19562;
DAT;10.01.2018 21:09:00;1.1956;1.1956;1.1956;1.1956;1.19562;1.19562;1.19562;1.19562;
DAT;10.01.2018 21:09:00;1.1956;1.1956;1.1956;1.1956;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:08:46;1.19559;1.19559;1.19559;1.19559;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:08:46;1.1956;1.1956;1.1956;1.1956;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:08:44;1.1956;1.1956;1.1956;1.1956;1.1956;1.1956;1.1956;1.1956;
DAT;10.01.2018 21:08:44;1.19559;1.19559;1.19559;1.19559;1.1956;1.1956;1.1956;1.1956;
DAT;10.01.2018 21:08:37;1.19559;1.19559;1.19559;1.19559;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:08:37;1.1956;1.1956;1.1956;1.1956;1.19561;1.19561;1.19561;1.19561;
DAT;10.01.2018 21:08:37;1.19559;1.19559;1.19559;1.19559;1.19561;1.19561;1.19561;1.19561;
